id,term,easy_term,definition,replace_strategy,risk_level,sources,reviewed_at,reviewed_by
2038,선출,여럿 가운데서 가려 뽑음.,여럿 가운데서 가려 뽑음.,gloss,low,krdict:advanced-v2,,
2039,성공률,어떤 일을 이룰 수 있는 비율.,어떤 일을 이룰 수 있는 비율.,gloss,low,krdict:advanced-v2,,
1803,세대원,한집에 같이 사는 가족.,한집에 같이 사는 가족.,gloss,low,krdict:advanced,,
1825,세대주,한 세대를 대표하는 사람.,한 세대를 대표하는 사람.,gloss,low,krdict:advanced,,
1826,세부,자세한 부분.,자세한 부분.,gloss,low,krdict:advanced,,
1854,소견,어떤 일이나 사물을 보고 느낀 생각이나 의견.,어떤 일이나 사물을 보고 느낀 생각이나 의견.,gloss,low,krdict:advanced,,
1773,소득평가액,소득인정액을 구할 때 쓰는 소득 부분 계산값,실제로 번 돈(실제소득)에서 가구 형편에 따라 빼주는 비용을 뺀 금액입니다. 이 값에 재산을 소득으로 바꾼 금액을 더하면 소득인정액이 됩니다.,gloss,low,easydict:welfare-seed1,,
1833,소속,어떤 기관이나 단체에 속함. 또는 속해 있는 사람이나 물건.,어떤 기관이나 단체에 속함. 또는 속해 있는 사람이나 물건.,gloss,low,krdict:advanced,,
2040,소재지,있는 곳,어떤 건물 등이 자리 잡고 있는 곳.,substitute,none,krdict:advanced-v2,,
2041,소진,점점 줄어들어 다 없어짐. 또는 다 써서 없앰.,점점 줄어들어 다 없어짐. 또는 다 써서 없앰.,gloss,low,krdict:advanced-v2,,
1954,송부,보내기,"편지나 서류, 물건 등을 부치어 보냄.",substitute,none,krdict:advanced-v2,,
1810,수가,"주로 서비스업에서, 일한 대가.","주로 서비스업에서, 일한 대가.",gloss,low,krdict:advanced,,
1955,수강료,강의나 강습을 받기 위해 내는 돈.,강의나 강습을 받기 위해 내는 돈.,gloss,low,krdict:advanced-v2,,
1811,수급,"급여나 연금, 배급 등을 받음.","급여나 연금, 배급 등을 받음.",gloss,low,krdict:advanced,,
1867,수당,정해진 봉급 외에 추가로 따로 받는 보수.,정해진 봉급 외에 추가로 따로 받는 보수.,gloss,low,krdict:advanced,,
2042,수령액,받은 돈의 액수.,받은 돈의 액수.,gloss,low,krdict:advanced-v2,,
1806,수립,"국가, 정부나 제도, 계획 등을 세움.","국가, 정부나 제도, 계획 등을 세움.",gloss,low,krdict:advanced,,
2043,수익금,이익으로 얻은 돈.,이익으로 얻은 돈.,gloss,low,krdict:advanced-v2,,
1844,수혜,이익이나 도움을 받음.,이익이나 도움을 받음.,gloss,low,krdict:advanced,,
1917,쉼터,쉴 수 있게 마련된 시설이나 장소.,쉴 수 있게 마련된 시설이나 장소.,gloss,low,krdict:advanced-v2,,
2044,시범,모범이 되는 본보기를 보임.,모범이 되는 본보기를 보임.,gloss,low,krdict:advanced-v2,,
1855,시술,의료 기구나 기술을 써서 몸의 병이나 상처를 치료하는 일,의료 기구나 기술을 써서 몸의 병이나 상처를 치료하는 일입니다.,gloss,low,krdict:advanced,,
1776,시행규칙,법을 더 자세히 정한 부처 규정,시행령보다 더 자세한 실무 내용을 각 부처(장관)가 정하는 규정입니다. 법률과 시행령의 범위를 벗어날 수 없습니다.,gloss,low,easydict:welfare-seed2,,
1775,시행령,법을 자세히 정한 대통령 규정,국회가 만든 법률에서 정부(대통령)에 맡긴 자세한 내용을 정하는 규정입니다. 법률이 정한 범위 안에서만 정할 수 있습니다.,gloss,low,easydict:welfare-seed2,,
1813,신규,새로,무엇을 새로 함.,substitute,none,krdict:advanced,,
2045,신기술,이전의 기술보다 더 좋아진 새로운 기술.,이전의 기술보다 더 좋아진 새로운 기술.,gloss,low,krdict:advanced-v2,,
1851,신생아,태어난 지 얼마 되지 않은 아이.,태어난 지 얼마 되지 않은 아이.,gloss,low,krdict:advanced,,
1852,신설,새로 만듦,"설비, 시설, 제도 등을 새로 만들거나 설치함.",substitute,none,krdict:advanced,,
1883,실적,어떤 일이나 분야에서 실제로 이룬 업적.,어떤 일이나 분야에서 실제로 이룬 업적.,gloss,low,krdict:advanced,,
1774,실제소득,실제로 들어오는 돈,"근로소득, 사업소득, 재산소득, 그 밖에 받는 돈을 모두 합한, 실제로 들어오는 소득입니다.",gloss,low,easydict:welfare-seed1,,
2046,실직,일자리를 잃음,직업을 잃음.,substitute,none,krdict:advanced-v2,,
2047,실직자,직업을 잃은 사람.,직업을 잃은 사람.,gloss,low,krdict:advanced-v2,,
1932,실태,있는 그대로의 상태.,있는 그대로의 상태.,gloss,low,krdict:advanced-v2,,
2048,심각성,매우 깊고 중대하며 절박한 성질.,매우 깊고 중대하며 절박한 성질.,gloss,low,krdict:advanced-v2,,
1868,심신,마음과 몸.,마음과 몸.,gloss,low,krdict:advanced,,
1805,심의,어떤 내용이나 문제 등의 좋고 나쁨이나 알맞은 정도를 자세히 살핌.,어떤 내용이나 문제 등의 좋고 나쁨이나 알맞은 정도를 자세히 살핌.,gloss,low,krdict:advanced,,
1884,안건,여럿이 모여 의논하거나 살펴보아야 할 항목이나 내용.,여럿이 모여 의논하거나 살펴보아야 할 항목이나 내용.,gloss,low,krdict:advanced,,
2049,안전망,사람이 다치는 것을 막기 위해 치는 그물.,사람이 다치는 것을 막기 위해 치는 그물.,gloss,low,krdict:advanced-v2,,
2050,약학,약품의 성질과 효능 등의 기술과 이론을 연구하는 학문.,약품의 성질과 효능 등의 기술과 이론을 연구하는 학문.,gloss,low,krdict:advanced-v2,,
1956,양곡,식량으로 쓰는 곡식.,식량으로 쓰는 곡식.,gloss,low,krdict:advanced-v2,,
1856,양상,사물이나 현상의 모양이나 상태.,사물이나 현상의 모양이나 상태.,gloss,low,krdict:advanced,,
1885,양육,아이를 보살펴서 자라게 함.,아이를 보살펴서 자라게 함.,gloss,low,krdict:advanced,,
1912,어린이집,시설을 갖추고 만 6세 미만의 어린아이를 맡아 돌보아 주는 곳.,시설을 갖추고 만 6세 미만의 어린아이를 맡아 돌보아 주는 곳.,gloss,low,krdict:advanced-v2,,
1918,업종,직업이나 사업의 종류.,직업이나 사업의 종류.,gloss,low,krdict:advanced-v2,,
1957,여비,여행하는 데 드는 비용.,여행하는 데 드는 비용.,gloss,low,krdict:advanced-v2,,
2051,역량,어떤 일을 해낼 수 있는 힘과 능력.,어떤 일을 해낼 수 있는 힘과 능력.,gloss,low,krdict:advanced-v2,,
2052,연도,어떤 일이 일어난 시기를 말하기 위해 편의상 구분한 일 년의 기간.,어떤 일이 일어난 시기를 말하기 위해 편의상 구분한 일 년의 기간.,gloss,low,krdict:advanced-v2,,
2053,연수,지식이나 기술 등을 배우고 연구함.,지식이나 기술 등을 배우고 연구함.,gloss,low,krdict:advanced-v2,,
1808,영유아,영아와 유아를 아울러 이르는 말.,영아와 유아를 아울러 이르는 말.,gloss,low,krdict:advanced,,
2184,예외,적용하지 않는 경우,원칙은 이러하지만 이 경우에는 그렇게 하지 않는다고 따로 정해 둔 것입니다.,gloss,low,easydict:welfare-seed5,,
1820,예우,예의를 지켜 정중하게 대함.,예의를 지켜 정중하게 대함.,gloss,low,krdict:advanced,,
2054,예정일,어떤 일이 일어날 것을 예상하거나 어떤 일을 하기로 정한 날짜.,어떤 일이 일어날 것을 예상하거나 어떤 일을 하기로 정한 날짜.,gloss,low,krdict:advanced-v2,,
2055,예치,돈이나 물건을 은행이나 기관 등에 맡겨 둠.,돈이나 물건을 은행이나 기관 등에 맡겨 둠.,gloss,low,krdict:advanced-v2,,
2056,예탁,"은행 등의 금융 기관에 돈이나 주식, 물건 등을 부탁하여 맡김.","은행 등의 금융 기관에 돈이나 주식, 물건 등을 부탁하여 맡김.",gloss,low,krdict:advanced-v2,,
2057,완료,끝남,완전히 끝마침.,substitute,none,krdict:advanced-v2,,
2181,요건,조건,지원을 받으려면 반드시 충족해야 하는 조건입니다.,substitute,none,easydict:welfare-seed5,,
2058,요금제,시설이나 서비스를 이용하는 대가로 값을 치르는 제도.,시설이나 서비스를 이용하는 대가로 값을 치르는 제도.,gloss,low,krdict:advanced-v2,,
1958,요양,편안히 쉬면서 몸을 보살피고 병을 치료함.,편안히 쉬면서 몸을 보살피고 병을 치료함.,gloss,low,krdict:advanced-v2,,
1959,요율,요금의 정도나 비율.,요금의 정도나 비율.,gloss,low,krdict:advanced-v2,,
1857,욕구,무엇을 얻거나 무슨 일을 하기를 바라는 마음.,무엇을 얻거나 무슨 일을 하기를 바라는 마음.,gloss,low,krdict:advanced,,
2059,우위,다른 사람보다 뛰어난 위치나 수준.,다른 사람보다 뛰어난 위치나 수준.,gloss,low,krdict:advanced-v2,,
2060,운송업,돈을 받고 사람을 태워 나르거나 물건을 실어 나르는 영업.,돈을 받고 사람을 태워 나르거나 물건을 실어 나르는 영업.,gloss,low,krdict:advanced-v2,,
1802,월평균,한 달을 단위로 하여 내는 평균.,한 달을 단위로 하여 내는 평균.,gloss,low,krdict:advanced,,
2168,위기가구,갑자기 살기 어려워진 집,"실직, 질병, 사고 같은 일로 갑자기 생계가 어려워진 가구입니다.",gloss,low,easydict:welfare-seed4,,
2061,위암,위에 생기는 암.,위에 생기는 암.,gloss,low,krdict:advanced-v2,,
1908,위원,선거나 임명을 통하여 단체에서 특정한 목적의 일을 맡은 사람.,선거나 임명을 통하여 단체에서 특정한 목적의 일을 맡은 사람.,gloss,low,krdict:advanced-v2,,
1906,위원장,"위원들 가운데 최고 지위, 대표 책임자.","위원들 가운데 최고 지위, 대표 책임자.",gloss,low,krdict:advanced-v2,,
1886,위임장,어떤 일을 다른 사람에게 책임지도록 맡긴다는 내용을 적은 문서.,어떤 일을 다른 사람에게 책임지도록 맡긴다는 내용을 적은 문서.,gloss,low,krdict:advanced,,
2062,위촉,어떤 일을 남에게 부탁하여 맡김.,어떤 일을 남에게 부탁하여 맡김.,gloss,low,krdict:advanced-v2,,
2063,유공자,어떤 일을 이루는 데 공로가 있는 사람.,어떤 일을 이루는 데 공로가 있는 사람.,gloss,low,krdict:advanced-v2,,
1834,유무,있음과 없음.,있음과 없음.,gloss,low,krdict:advanced,,
2064,유방암,유방에 생기는 암.,유방에 생기는 암.,gloss,low,krdict:advanced-v2,,
2065,유실,물에 떠내려가서 없어짐.,물에 떠내려가서 없어짐.,gloss,low,krdict:advanced-v2,,
1788,유의,마음에 두고 조심하며 신경을 씀.,마음에 두고 조심하며 신경을 씀.,gloss,low,krdict:advanced,,
2066,유족,죽은 사람의 남아 있는 가족.,죽은 사람의 남아 있는 가족.,gloss,low,krdict:advanced-v2,,
2067,유흥,술을 마시며 즐겁게 놂.,술을 마시며 즐겁게 놂.,gloss,low,krdict:advanced-v2,,
1887,육아,어린아이를 돌보고 기름.,어린아이를 돌보고 기름.,gloss,low,krdict:advanced,,
1858,융자,은행 등의 금융 기관에서 돈을 빌려줌. 또는 그 돈.,은행 등의 금융 기관에서 돈을 빌려줌. 또는 그 돈.,gloss,low,krdict:advanced,,
1960,은둔,세상에서 일어나는 일을 피하여 숨음.,세상에서 일어나는 일을 피하여 숨음.,gloss,low,krdict:advanced-v2,,
1961,응급,급한 대로 먼저 처리함. 또는 급한 상황에 대처함.,급한 대로 먼저 처리함. 또는 급한 상황에 대처함.,gloss,low,krdict:advanced-v2,,
1869,의결,어떤 일에 대해 의논하여 결정함. 또는 그런 결정.,어떤 일에 대해 의논하여 결정함. 또는 그런 결정.,gloss,low,krdict:advanced,,
1888,의뢰,부탁함,남에게 어떤 일을 부탁하여 맡김.,substitute,none,krdict:advanced,,
1791,의료,의학과 관련된 기술로 상처나 병을 치료하는 일.,의학과 관련된 기술로 상처나 병을 치료하는 일.,gloss,low,krdict:advanced,,
1778,의료기관,병원·의원처럼 치료해 주는 곳,"의사·치과의사·한의사·조산사 같은 의료인이 사람들을 진료하거나 조산(출산을 돕는 일)을 하는 곳입니다. 병원, 의원, 보건소, 조산원 등이 여기에 속합니다.",gloss,low,easydict:welfare-seed2,,
1827,의식주,인간 생활의 기본 요소인 옷과 음식과 집.,인간 생활의 기본 요소인 옷과 음식과 집.,gloss,low,krdict:advanced,,
2068,의안,회의에서 의논해야 할 안건.,회의에서 의논해야 할 안건.,gloss,low,krdict:advanced-v2,,
2069,의향,마음이 끌리는 방향이나 어떤 일을 하려는 생각.,마음이 끌리는 방향이나 어떤 일을 하려는 생각.,gloss,low,krdict:advanced-v2,,
2070,이중,두 겹. 또는 두 번 겹치는 것.,두 겹. 또는 두 번 겹치는 것.,gloss,low,krdict:advanced-v2,,
2071,인감도장,본인 확인을 위해 관공서나 거래처 등에 그 자국을 미리 제출해 둔 도장.,본인 확인을 위해 관공서나 거래처 등에 그 자국을 미리 제출해 둔 도장.,gloss,low,krdict:advanced-v2,,
2072,인공수정,수컷의 정액을 암컷의 생식기 안에 인위적으로 넣어 수정시키는 일.,수컷의 정액을 암컷의 생식기 안에 인위적으로 넣어 수정시키는 일.,gloss,low,krdict:advanced-v2,,
2073,인턴십,회사나 기관에서 정식으로 채용되지 않은 채 업무를 익히는 과정.인턴,회사나 기관에서 정식으로 채용되지 않은 채 업무를 익히는 과정.인턴,gloss,low,krdict:advanced-v2,,
1962,인플루엔자,바이러스에 의해 일어나 다른 사람에게서 쉽게 옮는 감기.,바이러스에 의해 일어나 다른 사람에게서 쉽게 옮는 감기.,gloss,low,krdict:advanced-v2,,
2074,일련,계속하여 하나로 이어지는 것.,계속하여 하나로 이어지는 것.,gloss,low,krdict:advanced-v2,,
2075,일례,하나의 보기. 또는 한 가지의 예.,하나의 보기. 또는 한 가지의 예.,gloss,low,krdict:advanced-v2,,
2076,일원,단체에 소속된 한 사람.,단체에 소속된 한 사람.,gloss,low,krdict:advanced-v2,,
1914,임기,일을 맡아서 하는 일정한 기간.,일을 맡아서 하는 일정한 기간.,gloss,low,krdict:advanced-v2,,
1889,임대,"물건이나 건물, 땅 등을 남에게 빌려줌.","물건이나 건물, 땅 등을 남에게 빌려줌.",gloss,low,krdict:advanced,,
1859,임대료,"남에게 물건이나 건물, 땅 등을 빌려준 대가로 받는 돈.","남에게 물건이나 건물, 땅 등을 빌려준 대가로 받는 돈.",gloss,low,krdict:advanced,,
1890,임산부,아기를 밴 여자나 아기를 갓 낳은 여자.,아기를 밴 여자나 아기를 갓 낳은 여자.,gloss,low,krdict:advanced,,
2077,임신부,아이를 밴 여자.,아이를 밴 여자.,gloss,low,krdict:advanced-v2,,
2078,임차료,"남에게 물건이나 건물, 땅 등을 빌려 쓰는 대가로 주는 돈.","남에게 물건이나 건물, 땅 등을 빌려 쓰는 대가로 주는 돈.",gloss,low,krdict:advanced-v2,,
1842,입소,"훈련소, 연구소, 교도소 등에 들어감.","훈련소, 연구소, 교도소 등에 들어감.",gloss,low,krdict:advanced,,
2079,자립,남에게 매이거나 의지하지 않고 자기 힘으로 살아감.,남에게 매이거나 의지하지 않고 자기 힘으로 살아감.,gloss,low,krdict:advanced-v2,,
1963,자원봉사자,자기 스스로 하고자 하여 대가 없이 어떤 일이나 사람을 돕는 사람.,자기 스스로 하고자 하여 대가 없이 어떤 일이나 사람을 돕는 사람.,gloss,low,krdict:advanced-v2,,
2080,자퇴,다니던 학교를 스스로 그만둠.,다니던 학교를 스스로 그만둠.,gloss,low,krdict:advanced-v2,,
1903,자활,스스로의 힘과 노력으로 살아감.,스스로의 힘과 노력으로 살아감.,gloss,low,krdict:advanced-v2,,
2149,장제급여,장례를 치를 때 주는 돈,수급자가 사망했을 때 장례 비용을 돕는 급여입니다.,gloss,low,easydict:welfare-seed3,,
2081,재계약,계약을 다시 맺음. 또는 그 계약.,계약을 다시 맺음. 또는 그 계약.,gloss,low,krdict:advanced-v2,,
1860,재구성,한 번 구성하였던 것을 다시 새롭게 구성함.,한 번 구성하였던 것을 다시 새롭게 구성함.,gloss,low,krdict:advanced,,
2082,재난,뜻하지 않게 일어난 불행한 사고나 고난.,뜻하지 않게 일어난 불행한 사고나 고난.,gloss,low,krdict:advanced-v2,,
2083,재정,단체나 국가가 수입과 재산을 관리하며 사용하는 것. 또는 그 운영 상태.,단체나 국가가 수입과 재산을 관리하며 사용하는 것. 또는 그 운영 상태.,gloss,low,krdict:advanced-v2,,
1797,저소득,적은 수입.,적은 수입.,gloss,low,krdict:advanced,,
1800,저소득층,상대적으로 다른 사람보다 돈을 적게 버는 사회 계층.,상대적으로 다른 사람보다 돈을 적게 버는 사회 계층.,gloss,low,krdict:advanced,,
2182,적격,조건에 맞음,정해진 요건을 모두 갖춰 자격이 있다고 인정되는 상태입니다.,gloss,low,easydict:welfare-seed5,,
1919,적립,돈이나 물건 등을 모아서 쌓아 둠.,돈이나 물건 등을 모아서 쌓아 둠.,gloss,low,krdict:advanced-v2,,
1891,적립금,모아서 쌓아 둔 돈.,모아서 쌓아 둔 돈.,gloss,low,krdict:advanced,,
2084,적응력,어떠한 조건이나 환경에 익숙해지거나 알맞게 되는 능력.,어떠한 조건이나 환경에 익숙해지거나 알맞게 되는 능력.,gloss,low,krdict:advanced-v2,,
1892,적합성,어떤 일이나 조건에 꼭 들어맞아 알맞은 성질.,어떤 일이나 조건에 꼭 들어맞아 알맞은 성질.,gloss,low,krdict:advanced,,
2085,전동,전기의 힘으로 기계를 움직임.,전기의 힘으로 기계를 움직임.,gloss,low,krdict:advanced-v2,,
1964,전산,컴퓨터를 이용한 계산이나 일.,컴퓨터를 이용한 계산이나 일.,gloss,low,krdict:advanced-v2,,
1893,전액,액수의 전부.,액수의 전부.,gloss,low,krdict:advanced,,
2086,전염성,남에게 옮기는 성질.,남에게 옮기는 성질.,gloss,low,krdict:advanced-v2,,
1804,전월,지난달,이번 달의 바로 전의 달.,substitute,none,krdict:advanced,,
2087,전임자,예전에 그 일을 맡아보던 사람.,예전에 그 일을 맡아보던 사람.,gloss,low,krdict:advanced-v2,,
2088,전학,다니던 학교에서 다른 학교로 옮겨 감.,다니던 학교에서 다른 학교로 옮겨 감.,gloss,low,krdict:advanced-v2,,
1965,정보원,"정보의 수집, 전달, 분석 등에 관한 일을 전문적으로 맡아 하는 사람.","정보의 수집, 전달, 분석 등에 관한 일을 전문적으로 맡아 하는 사람.",gloss,low,krdict:advanced-v2,,
1853,정산,계산해서 맞춤,꼼꼼하고 자세하게 계산함. 또는 그런 계산.,substitute,none,krdict:advanced,,
1966,정정,고침,"글자, 글, 말 등의 잘못된 곳을 고쳐서 바로잡음.",substitute,none,krdict:advanced-v2,,
2089,정확성,바르고 확실한 성질. 또는 그런 정도.,바르고 확실한 성질. 또는 그런 정도.,gloss,low,krdict:advanced-v2,,
2090,제고,높임,정도를 높임.,substitute,none,krdict:advanced-v2,,
1894,제반,여러,어떤 것과 관련된 모든 것.,substitute,none,krdict:advanced,,
1815,제정,법이나 제도 등을 만들어서 정함.,법이나 제도 등을 만들어서 정함.,gloss,low,krdict:advanced,,
2091,제조업,원료를 가공하여 물건을 만드는 사업.,원료를 가공하여 물건을 만드는 사업.,gloss,low,krdict:advanced-v2,,
1777,조례,우리 지역 의회가 정한 규정,"특별시·도·시·군·구 같은 지역(지방자치단체)이 법이 정한 범위 안에서, 그 지역 의회가 만드는 규정입니다. 그 지역에만 적용됩니다.",gloss,low,easydict:welfare-seed2,,
1915,조사원,사건이나 사실에 대하여 필요한 사항을 자세하게 알아내는 일을 하는 사람.,사건이나 사실에 대하여 필요한 사항을 자세하게 알아내는 일을 하는 사람.,gloss,low,krdict:advanced-v2,,
1789,조제,여러 가지 약품을 알맞게 섞어서 약을 지음. 또는 그런 일.,여러 가지 약품을 알맞게 섞어서 약을 지음. 또는 그런 일.,gloss,low,krdict:advanced,,
1835,조치,필요한 일을 함,벌어진 사태에 대하여 적절한 대책을 세워서 행함. 또는 그 대책.,substitute,none,krdict:advanced,,
2092,조항,법률이나 규정 등의 낱낱의 항목.,법률이나 규정 등의 낱낱의 항목.,gloss,low,krdict:advanced-v2,,
2093,종결,끝냄,일을 다 끝냄.,substitute,none,krdict:advanced-v2,,
2094,종료,어떤 행동이나 일이 끝남. 또는 행동이나 일을 끝마침.,어떤 행동이나 일이 끝남. 또는 행동이나 일을 끝마침.,gloss,low,krdict:advanced-v2,,
1828,종사자,일정한 직업을 가지고 일하는 사람. 또는 어떤 분야에서 일하는 사람.,일정한 직업을 가지고 일하는 사람. 또는 어떤 분야에서 일하는 사람.,gloss,low,krdict:advanced,,
1790,주거,일정한 곳에 머물러 삶. 또는 그런 집.,일정한 곳에 머물러 삶. 또는 그런 집.,gloss,low,krdict:advanced,,
1836,주거비,집세나 수도 요금 등과 같이 집에서 살아가는 데 드는 비용.,집세나 수도 요금 등과 같이 집에서 살아가는 데 드는 비용.,gloss,low,krdict:advanced,,
2095,주도,중심이 되어 어떤 일을 이끎.,중심이 되어 어떤 일을 이끎.,gloss,low,krdict:advanced-v2,,
1781,주민등록,어디에 사는지 나라에 등록하는 것,내가 어디에 사는지 나라에 알려서 기록해 두는 것입니다. 30일 이상 살 목적으로 그 지역에 주소나 거소가 있으면 등록 대상이 됩니다.,gloss,low,easydict:welfare-seed2,,
1870,주민등록등본,주민 등록 원본의 전부를 복사한 증명 서류.,주민 등록 원본의 전부를 복사한 증명 서류.,gloss,low,krdict:advanced,,
1829,주민등록번호,"주민 등록을 할 때에, 국가에서 국민에게 부여하는 고유 번호.","주민 등록을 할 때에, 국가에서 국민에게 부여하는 고유 번호.",gloss,low,krdict:advanced,,
1787,주소지,법률적인 문서에 기록되어 있는 거주 장소.,법률적인 문서에 기록되어 있는 거주 장소.,gloss,low,krdict:advanced,,
2096,중장기,중기와 장기를 함께 이르는 말.,중기와 장기를 함께 이르는 말.,gloss,low,krdict:advanced-v2,,
2097,중점,가장 중요하게 생각해야 할 점.,가장 중요하게 생각해야 할 점.,gloss,low,krdict:advanced-v2,,
1837,중증,몹시 위험하고 심한 병의 증세.,몹시 위험하고 심한 병의 증세.,gloss,low,krdict:advanced,,
1838,증빙,증거,믿을 수 있는 증거로 삼음. 또는 그 증거.,substitute,none,krdict:advanced,,
1895,증진,기운이나 세력 등이 점점 더 늘어 가고 나아감.,기운이나 세력 등이 점점 더 늘어 가고 나아감.,gloss,low,krdict:advanced,,
2098,증표,어떠한 사실이나 사건을 증명하거나 증거가 되는 표.,어떠한 사실이나 사건을 증명하거나 증거가 되는 표.,gloss,low,krdict:advanced-v2,,
2099,지급액,내준 돈의 액수.,내준 돈의 액수.,gloss,low,krdict:advanced-v2,,
2100,지방세,지방 자치 단체에서 그 지방의 주민에게 물리는 세금.,지방 자치 단체에서 그 지방의 주민에게 물리는 세금.,gloss,low,krdict:advanced-v2,,
1780,지방자치단체,특별시·도·시·군·구처럼 그 지역을 스스로 운영하는 곳,"특별시, 광역시, 도, 특별자치시·도, 시, 군, 구처럼 나라 전체가 아니라 정해진 지역의 일을 스스로 맡아 처리하는 공공기관입니다.",gloss,low,easydict:welfare-seed2,,
2101,지속,어떤 일이나 상태가 오래 계속됨. 또는 어떤 일이나 상태를 오래 계속함.,어떤 일이나 상태가 오래 계속됨. 또는 어떤 일이나 상태를 오래 계속함.,gloss,low,krdict:advanced-v2,,
1801,지원금,남의 일이 잘되거나 나아지도록 도우려고 주는 돈.,남의 일이 잘되거나 나아지도록 도우려고 주는 돈.,gloss,low,krdict:advanced,,
1910,지인,아는 사람.,아는 사람.,gloss,low,krdict:advanced-v2,,
1793,지자체,‘지방 자치 단체’를 줄여 이르는 말.,‘지방 자치 단체’를 줄여 이르는 말.,gloss,low,krdict:advanced,,
2102,지체,시간을 늦추거나 질질 끎.,시간을 늦추거나 질질 끎.,gloss,low,krdict:advanced-v2,,
2103,직권,맡은 일에 따르는 권한.,맡은 일에 따르는 권한.,gloss,low,krdict:advanced-v2,,
1967,직무,직업상 맡은 일.,직업상 맡은 일.,gloss,low,krdict:advanced-v2,,
1968,직위,"직장에서 맡은 일에 따라 주어지는 사회적, 행정적 위치.","직장에서 맡은 일에 따라 주어지는 사회적, 행정적 위치.",gloss,low,krdict:advanced-v2,,
2104,직인,공공 기관이나 회사에서 책임자가 맡은 일에 따라 사용하는 도장.,공공 기관이나 회사에서 책임자가 맡은 일에 따라 사용하는 도장.,gloss,low,krdict:advanced-v2,,
2105,질환,병,몸에 생기는 온갖 병.,substitute,none,krdict:advanced-v2,,
1896,집행,"계획, 명령, 재판 등의 내용을 실제로 행함.","계획, 명령, 재판 등의 내용을 실제로 행함.",gloss,low,krdict:advanced,,
2157,징수,거둬들임,정해진 돈을 실제로 걷는 일입니다.,substitute,none,easydict:welfare-seed4,,
1969,징역,죄인을 교도소에 가두어 두고 일을 시키는 형벌.,죄인을 교도소에 가두어 두고 일을 시키는 형벌.,gloss,low,krdict:advanced-v2,,
2106,차등,고르거나 가지런하지 않고 차별이 있음. 또는 그렇게 대함.,고르거나 가지런하지 않고 차별이 있음. 또는 그렇게 대함.,gloss,low,krdict:advanced-v2,,
2107,채무,어떤 사람이 다른 사람에게 어떤 행위를 해야 할 의무.,어떤 사람이 다른 사람에게 어떤 행위를 해야 할 의무.,gloss,low,krdict:advanced-v2,,
2108,철저,어떤 일을 하는 데 있어서 매우 조심하여 부족함이 없이 완벽함.,어떤 일을 하는 데 있어서 매우 조심하여 부족함이 없이 완벽함.,gloss,low,krdict:advanced-v2,,
1920,철회,이미 제출했던 것이나 주장했던 것을 다시 거두어들이거나 취소함.,이미 제출했던 것이나 주장했던 것을 다시 거두어들이거나 취소함.,gloss,low,krdict:advanced-v2,,
1871,청구,달라고 함,다른 사람에게 돈이나 물건 등을 달라고 요구함.,substitute,none,krdict:advanced,,
2109,청구서,다른 사람에게 돈이나 물건 등을 달라고 요구하는 내용을 적은 문서.,다른 사람에게 돈이나 물건 등을 달라고 요구하는 내용을 적은 문서.,gloss,low,krdict:advanced-v2,,
2111,체류,집을 떠나 어떤 곳에 가서 머물러 있음.,집을 떠나 어떤 곳에 가서 머물러 있음.,gloss,low,krdict:advanced-v2,,
2112,초과액,일정한 수량이나 정도 등을 넘은 금액.,일정한 수량이나 정도 등을 넘은 금액.,gloss,low,krdict:advanced-v2,,
2113,촉진,다그쳐서 빨리 진행하게 함.,다그쳐서 빨리 진행하게 함.,gloss,low,krdict:advanced-v2,,
1861,총괄,각각 떨어져 있는 것들을 한데 모아서 묶음.,각각 떨어져 있는 것들을 한데 모아서 묶음.,gloss,low,krdict:advanced,,
1970,총액,모두 합한 전체 액수.,모두 합한 전체 액수.,gloss,low,krdict:advanced-v2,,
2114,총회,구성원 전체가 모여서 어떤 일에 관하여 의논함. 또는 그런 모임.,구성원 전체가 모여서 어떤 일에 관하여 의논함. 또는 그런 모임.,gloss,low,krdict:advanced-v2,,
2115,최장,가장 긺.,가장 긺.,gloss,low,krdict:advanced-v2,,
1971,출생아,새로 태어난 아이.,새로 태어난 아이.,gloss,low,krdict:advanced-v2,,
2116,취약,탄탄하지 못하고 약함.,탄탄하지 못하고 약함.,gloss,low,krdict:advanced-v2,,
2117,취업자,일정한 직업을 얻어 직장에 나가는 사람.,일정한 직업을 얻어 직장에 나가는 사람.,gloss,low,krdict:advanced-v2,,
2118,취학,교육을 받기 위해 학교에 들어감.,교육을 받기 위해 학교에 들어감.,gloss,low,krdict:advanced-v2,,
2119,측정,일정한 양을 기준으로 하여 같은 종류의 다른 양의 크기를 잼.,일정한 양을 기준으로 하여 같은 종류의 다른 양의 크기를 잼.,gloss,low,krdict:advanced-v2,,
2120,친인척,친척과 인척을 아울러 이르는 말.,친척과 인척을 아울러 이르는 말.,gloss,low,krdict:advanced-v2,,
1972,침수,물에 잠김,물에 잠김.,substitute,none,krdict:advanced-v2,,
2121,컨설팅,어떤 분야의 전문가가 고객을 상대로 상세하게 상담하고 도와주는 일.,어떤 분야의 전문가가 고객을 상대로 상세하게 상담하고 도와주는 일.,gloss,low,krdict:advanced-v2,,
